Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individ Meals,Total Pounds
10/23/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,42.00,,,,,120.00,182.00,0.00,,344.00
10/23/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,,100.00,,,,90.00,177.00,0.00,,367.00
10/23/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
10/23/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,61.00,100.00,,,,120.00,328.00,0.00,,609.00
10/23/2023,VINC,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,Bulk,CCFN,113.00,215.00,,,,60.00,179.00,0.00,,567.00
10/24/2023,DAV,David's Courage,MAR,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
10/24/2023,SER,Serenity House,MAR,,Bulk,CCFN,,,,,,,36.00,0.00,,36.00
10/24/2023,CFP,Culver Food Pantry,MAR,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
10/24/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,81.00,,,,,,,0.00,,81.00
10/24/2023,DAV,David's Courage,MAR,,Bulk,CCFN,42.00,,,1.00,12.00,60.00,,0.00,,115.00
10/24/2023,KBI,Kingdom Business International,SJ,,Bulk,CCFN,,,12.00,2.00,4.00,120.00,3.00,0.00,,141.00
10/24/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,11.00,37.00,,,,30.00,40.00,30.00,24.00,148.00
10/24/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
10/24/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,60.00,,,,,180.00,20.00,0.00,,260.00
10/24/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
10/24/2023,CFP,Culver Food Pantry,MAR,,Bulk,CCFN,105.00,,,,,180.00,,0.00,,285.00
10/24/2023,LVL,LaVille Elementary,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
10/24/2023,CATH,Catholic Charities,SJ,,Bulk,CCFN,,,,,,180.00,140.00,0.00,,320.00
10/24/2023,NC,New Carlisle Food Pantry,SJ,,Bulk,CCFN,107.00,,,,,180.00,68.00,0.00,,355.00
10/24/2023,ANT,Antioch Missionary Baptist Church,SJ,,Bulk,CCFN,130.00,,,,30.00,260.00,,0.00,,420.00
10/24/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Bulk,CCFN,129.00,,,,120.00,180.00,90.00,0.00,,519.00
10/24/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,106.00,,,,,180.00,318.00,0.00,,604.00
10/24/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bulk,CCFN,195.00,55.00,80.00,52.00,20.00,180.00,278.00,0.00,,860.00
10/24/2023,PLY,Plymouth Comm Schools: Ancilla College,MAR,,Meals,Backpack,,,,,,,,2812.50,2250.00,2812.50
10/24/2023,WANE,Wa-Nee Community Schools,ELK,,Meals,Backpack,,,,,,,,202.50,162.00,202.50
10/25/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,Bulk,Backpack,,,,,,,530.00,0.00,,530.00
10/25/2023,CCS,Church Community Services,ELK,,Bulk,CCFN,,,,,850.00,,,0.00,,850.00
10/25/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,50.00,300.00,,20.00,32.00,180.00,402.00,0.00,,984.00
10/25/2023,NAP,Nappanee Open Door,ELK,,Bulk,CCFN,38.00,,,,,60.00,,0.00,,98.00
10/25/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,,10.00,3.00,,13.00,,,0.00,,26.00
10/25/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
10/25/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,,,9.00,37.00,,,,0.00,,46.00
10/25/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
10/25/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
10/25/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,11.00,21.00,9.00,,,30.00,42.00,30.00,24.00,143.00
10/25/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,,,,,,180.00,34.00,0.00,,214.00
10/25/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,60.00,118.00,7.00,19.00,,27.00,0.00,,231.00
10/25/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
10/25/2023,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,Bulk,CCFN,84.00,,,,,60.00,173.00,0.00,,317.00
10/25/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,250.00,,15.00,60.00,25.00,,,0.00,,350.00
10/25/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,106.00,,,5.00,,180.00,94.00,0.00,,385.00
10/25/2023,SH,Store House,SJ,,Bulk,CCFN,,,3.00,,,220.00,193.00,0.00,,416.00
10/25/2023,OAK,Oaklawn: Oliver Apts,SJ,,Meals & Bulk,CCFN,127.00,,,,14.00,,304.00,15.00,12.00,460.00
10/25/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Meals,Backpack,,,,,,,,675.00,540.00,675.00
10/25/2023,DFM,Divine Faith Ministry,SJ,,Bulk,CCFN,140.00,,4.00,,140.00,190.00,245.00,0.00,,719.00
10/25/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bulk,CCFN,295.00,40.00,44.00,36.00,30.00,180.00,1023.00,0.00,,1648.00
10/26/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,,Bulk,Backpack,40.00,,,,8.00,,148.00,0.00,,196.00
10/26/2023,CAPS,Child & Parent Services (CAPS),ELK,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
10/26/2023,GFP,Gymtown Food Pantry,ELK,,Meals & Bread,CCFN,,,,,168.00,,,150.00,120.00,318.00
10/26/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,135.00,30.00,87.00,23.00,49.00,180.00,229.00,0.00,,733.00
10/26/2023,HCH,Heart City Health - Scenic,ELK,,Meals,CCFN,,,,,,,,52.50,42.00,52.50
10/26/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,187.50,150.00,187.50
10/26/2023,HCH,Heart City Health - WH,ELK,,Meals,CCFN,,,,,,,,90.00,72.00,90.00
10/26/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
10/26/2023,MIDD,Middlebury Food Pantry,ELK,,Bulk,CCFN,104.00,,120.00,,,180.00,5.00,0.00,,409.00
10/26/2023,PRE,Premier Arts Academy,ELK,,Meals,Backpack,,,,,,,,60.00,48.00,60.00
10/26/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,36.00,,,,20.00,0.00,,56.00
10/26/2023,MCA,Marshall County Council on Aging,MAR,,Meals,CCFN,,,,,,,,75.00,60.00,75.00
10/26/2023,GRIS,Grissom Middle School,SJ,,Meals,Backpack,,,,,,,,75.00,60.00,75.00
10/26/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,30.00,,36.00,,21.00,0.00,,87.00
10/26/2023,IVY,Ivy Tech,SJ,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
10/26/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,,,,,30.00,80.00,29.00,0.00,,139.00
10/26/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,11.00,21.00,9.00,,,30.00,44.00,30.00,24.00,145.00
10/26/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,,,,,,,258.00,0.00,,258.00
10/26/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
10/26/2023,SALVE,Salvation Army: Elkhart,ELK,,Bulk,CCFN,70.00,,,,,,125.00,0.00,,195.00
10/26/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,140.00,150.00,,,,120.00,219.00,0.00,,629.00
10/26/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,112.00,,,0.00,,112.00
10/26/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,84.00,90.00,159.00,52.00,,240.00,253.00,0.00,,878.00
10/26/2023,WHC,World Harvest Church,ELK,,Bulk,CCFN,186.00,250.00,85.00,,180.00,,306.00,0.00,,1007.00
10/27/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,545.00,,1631.00,0.00,,2176.00
10/27/2023,CTA,Christ Temple Apostolic Church,SJ,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
10/27/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,,,,,,,59.00,0.00,,59.00
10/27/2023,GP,The Grace Place,SJ,,Bulk,CCFN,22.00,,,,,30.00,27.00,0.00,,79.00
10/27/2023,SBCS,South Bend Community Schools:  Nuner Elementary,SJ,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
10/27/2023,SBCS,South Bend Community Schools: Navarre,SJ,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
10/27/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,11.00,,10.00,,,30.00,39.00,45.00,36.00,135.00
10/27/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,PAR,Paramount South Bend,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,SBCS,South Bend Community Schools: Clay Intermediate,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,SBCS,South Bend Community Schools: Warren,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,SBCS,South Bend Community Schools: Wilson,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,SBCS,South Bend Community Schools: Coquillard,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
10/27/2023,SBCS,South Bend Community Schools: Monroe,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
10/27/2023,CAR,Career Academy,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
10/27/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,450.00,360.00,450.00
10/27/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,525.00,420.00,525.00
10/27/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,1012.50,810.00,1012.50
10/30/2023,OTH,Other,OTH,Kerri - Church friend C. Adams,Meals,Backpack,,,,,,,,7.50,6.00,7.50
10/30/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
10/30/2023,MCA,Marshall County Council on Aging,MAR,,Meals,CCFN,,,,,,,,75.00,60.00,75.00
10/30/2023,NC,New Carlisle Food Pantry,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
10/30/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,39.00,,,,,,25.00,30.00,24.00,94.00
10/30/2023,STA,St Augustine's Parish,SJ,,Bread,CCFN,,,,,98.00,,,0.00,,98.00
10/30/2023,LYD,Lydick UMC,SJ,,Bread,CCFN,,,,,105.00,,,0.00,,105.00
10/30/2023,BCP,Broadway Christian Parish,SJ,,Bread,CCFN,,,,,196.00,,,0.00,,196.00
10/30/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,123.00,,,,,,90.00,0.00,,213.00
10/30/2023,CTA,Christ Temple Apostolic Church,SJ,,Meals & Bulk,CCFN,60.00,,,,,,90.00,75.00,60.00,225.00
10/30/2023,SJL,St. Joe Library,SJ,,Meals,Backpack,,,,,,,,262.50,210.00,262.50
10/30/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
10/30/2023,IVY,Ivy Tech,SJ,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
10/30/2023,KBI,Kingdom Business International,SJ,,Meals & Bulk,CCFN,171.00,,,,6.00,9.00,45.00,150.00,120.00,381.00
10/30/2023,VINC,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,Bread,CCFN,,,,,56.00,,,0.00,,56.00
10/30/2023,VINC,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,Bulk,CCFN,116.00,,,,,,45.00,0.00,,161.00
10/31/2023,OAK,Oaklawn: Recovery Cafe ,SJ,,Meals,CCFN,,,,,,,,7.50,6.00,7.50
10/31/2023,SER,Serenity House,MAR,,Bulk,CCFN,,,,,,12.00,,0.00,,12.00
10/31/2023,DAV,David's Courage,MAR,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
10/31/2023,RCLC,Robinson Community Learning Center,SJ,,Bulk,CCFN,24.00,,,,,,,0.00,,24.00
10/31/2023,DAV,David's Courage,MAR,,Bulk,CCFN,,,,,,,45.00,0.00,,45.00
10/31/2023,CFP,Culver Food Pantry,MAR,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
10/31/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,80.00,,,,,,,0.00,,80.00
10/31/2023,CFP,Culver Food Pantry,MAR,,Meals & Bulk,CCFN,40.00,,30.00,,,,,37.50,30.00,107.50
10/31/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,25.00,,,,,2.00,90.00,0.00,,117.00
10/31/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,48.00,,7.00,8.00,,2.00,27.00,30.00,24.00,122.00
10/31/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Meals,CCFN,,,,,,,,150.00,120.00,150.00
10/31/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
10/31/2023,SJL,St. Joe Library,SJ,,Meals,Backpack,,,,,,,,202.50,162.00,202.50
10/31/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
10/31/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,20.00,,,,120.00,80.00,45.00,30.00,24.00,295.00
10/31/2023,LVL,LaVille Elementary,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
10/31/2023,RMCD,Ronald McDonald House,SJ,,Hot Meals,CCFN,,,,,,,,325.00,260.00,325.00
10/31/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,,,20.00,4.00,60.00,15.00,90.00,150.00,120.00,339.00
10/31/2023,MHM,Monastery of the Holy Martyrs,MAR,,Meals & Bulk,CCFN,187.00,,,,,25.00,98.00,150.00,120.00,460.00
10/31/2023,VINC,St. Vincent de Paul: St Pius,ELK,Carrie Walsh,Meals,CCFN,,,,,,,,112.50,90.00,112.50
11/1/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,Bulk,Backpack,,,,,8.00,,57.00,0.00,,65.00
11/1/2023,FCDC,Family Christian Development Center,ELK,,Bread,CCFN,,,,,105.00,,,0.00,,105.00
11/1/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,102.00,,,,12.00,15.00,190.00,0.00,,319.00
11/1/2023,NAP,Nappanee Open Door,ELK,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
11/1/2023,NAP,Nappanee Open Door,ELK,,Meals & Bulk,CCFN,40.00,,,,,15.00,,45.00,36.00,100.00
11/1/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,,,1.00,4.00,,30.00,,0.00,,35.00
11/1/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
11/1/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
11/1/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
11/1/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,52.00,,12.00,7.00,,2.00,27.00,30.00,24.00,130.00
11/1/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,,8.00,11.00,63.00,14.00,,68.00,0.00,,164.00
11/1/2023,BL,Bread of Life,MAR,,Meals & Bulk,CCFN,,,,50.00,,,90.00,30.00,24.00,170.00
11/1/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
11/1/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,71.00,16.00,6.00,,,30.00,158.00,0.00,,281.00
11/1/2023,LTC,Life Treatment Center (wants to remain ANON),SJ,,Bulk,CCFN,52.00,160.00,18.00,,,,82.00,0.00,,312.00
11/1/2023,NC,New Carlisle Food Pantry,SJ,,Bulk,CCFN,94.00,,,2.00,4.00,120.00,137.00,0.00,,357.00
11/1/2023,BRE,Bremen Schools,MAR,High School,Meals,Backpack,,,,,,,,375.00,300.00,375.00
11/1/2023,BL,Bread of Life,MAR,,Bread,CCFN,,,,,420.00,,,0.00,,420.00
11/1/2023,SH,Store House,SJ,,Meals & Bulk,CCFN,63.00,,,156.00,156.00,,,90.00,72.00,465.00
11/1/2023,DFM,Divine Faith Ministry,SJ,,Bulk,CCFN,48.00,80.00,,,114.00,5.00,374.00,0.00,,621.00
11/1/2023,CLU,Clubhouse of St. Joseph County,SJ,,Bulk,CCFN,209.00,160.00,39.00,,30.00,,234.00,0.00,,672.00
11/1/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Meals & Bulk,CCFN,231.00,,64.00,35.00,151.00,45.00,94.00,112.50,90.00,732.50
11/1/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Meals,Backpack,,,,,,,,825.00,660.00,825.00
11/1/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,59.00,160.00,57.00,,180.00,180.00,166.00,0.00,,802.00
11/1/2023,VINC,St. Vincent de Paul: Christ the King,ELK,,Meals & Bulk,CCFN,8.00,,,,,,,45.00,36.00,53.00
11/1/2023,WANE,Wa-Nee Community Schools,ELK,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/2/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Meals,Backpack,,,,,,,,75.00,60.00,75.00
11/2/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Bulk,Backpack,25.00,,,,,,329.00,0.00,,354.00
11/2/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,Meals & Bulk,Backpack,61.00,276.00,8.00,367.00,,180.00,197.00,112.50,90.00,1201.50
11/2/2023,CON,Concord: South Side,ELK,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/2/2023,CON,Concord: West Side,ELK,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/2/2023,ELK,Elkhart Schools: Bristol,ELK,,Meals,Backpack,,,,,,,,495.00,396.00,495.00
11/2/2023,ELK,Elkhart Schools: Cleveland Elementary,ELK,,Meals,Backpack,,,,,,,,75.00,60.00,75.00
11/2/2023,ELK,Elkhart Schools: Eastwood Elementary,ELK,,Meals,Backpack,,,,,,,,97.50,78.00,97.50
11/2/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,315.00,252.00,315.00
11/2/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00,60.00,75.00
11/2/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,165.00,132.00,165.00
11/2/2023,ELK,Elkhart Schools: Pride Academy,ELK,,Meals,Backpack,,,,,,,,37.50,30.00,37.50
11/2/2023,ELK,Elkhart Schools: Riverview,ELK,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/2/2023,GCS,Goshen Schools: Chamberlain Elementary,ELK,,Meals,Backpack,,,,,,,,45.00,36.00,45.00
11/2/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,75.00,60.00,75.00
11/2/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/2/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/2/2023,GCS,Goshen Schools: Prairie View Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/2/2023,GCS,Goshen Schools: Waterford Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/2/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/2/2023,GFP,Gymtown Food Pantry,ELK,,Meals & Bread,CCFN,,,,,168.00,,,150.00,120.00,318.00
11/2/2023,HCH,Heart City Health - Scenic,ELK,,Meals,CCFN,,,,,,,,90.00,72.00,90.00
11/2/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,187.50,150.00,187.50
11/2/2023,HCH,Heart City Health - WH,ELK,,Meals,CCFN,,,,,,,,52.50,42,52.50
11/2/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
11/2/2023,PRE,Premier Arts Academy,ELK,,Meals,Backpack,,,,,,,,150.00,120.00,150.00
11/2/2023,SJL,St. Joe Library,SJ,,Meals,Backpack,,,,,,,,172.50,138.00,172.50
11/2/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,30.00,160.00,,,,,131.00,0.00,,321.00
11/2/2023,GRIS,Grissom Middle School,SJ,,Meals,Backpack,,,,,,,,360.00,288.00,360.00
11/2/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
11/2/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,,,,,,90.00,45.00,0.00,,135.00
11/2/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,112.00,,,0.00,,112.00
11/2/2023,WHC,World Harvest Church,ELK,,Meals & Bulk,CCFN,74.00,160.00,209.00,,201.00,,1148.00,150.00,120.00,1942.00
11/3/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,742.00,,1560.00,0.00,,2302.00
11/3/2023,RCLC,Robinson Community Learning Center,SJ,,Bulk,CCFN,,,,,,,5.00,0.00,,5.00
11/3/2023,KBI,Kingdom Business International,SJ,,Meals & Bulk,CCFN,,,1.00,2.00,,,5.00,7.50,6.00,15.50
11/3/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,,,,,,,35.00,0.00,,35.00
11/3/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,,,,,,,57.00,0.00,,57.00
11/3/2023,KBI,Kingdom Business International,SJ,,Bulk,CCFN,,,,,76.00,,,0.00,,76.00
11/3/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,,,102.00,,,0.00,,102.00
11/3/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,74.00,,,,30.00,,,0.00,,104.00
11/3/2023,SBCS,South Bend Community Schools:  Nuner Elementary,SJ,,Meals,Backpack,,,,,,,,112.50,90.00,112.50
11/3/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,123.00,,,,,,,0.00,,123.00
11/3/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,,,,,,,143.00,0.00,,143.00
11/3/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Bulk,CCFN,54.00,,,,,,90.00,0.00,,144.00
11/3/2023,FAF,Feed A Friend,SJ,,Meals & Bulk,CCFN,48.00,,8.00,1.00,,30.00,30.00,30.00,24.00,147.00
11/3/2023,GP,The Grace Place,SJ,,Meals & Bulk,CCFN,45.00,,,,,,28.00,75.00,60.00,148.00
11/3/2023,SBCS,South Bend Community Schools: Washington HS,SJ,,Meals,Backpack,,,,,,,,150.00,120.00,150.00
11/3/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/3/2023,PAR,Paramount South Bend,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/3/2023,SBCS,South Bend Community Schools: Clay Intermediate,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/3/2023,SBCS,South Bend Community Schools: Warren,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/3/2023,SBCS,South Bend Community Schools: Wilson,SJ,,Meals,Backpack,,,,,,,,187.50,150.00,187.50
11/3/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,262.00,,,,,,,0.00,,262.00
11/3/2023,SBCS,South Bend Community Schools: Monroe,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
11/3/2023,CAR,Career Academy,SJ,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
11/3/2023,HM,Hope Ministries,SJ,,Bulk,CCFN,375.00,40.00,,,,,,0.00,,415.00
11/3/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,450.00,360.00,450.00
11/3/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,525.00,420.00,525.00
11/3/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
11/3/2023,SJL,St. Joe Library,SJ,,Meals,Backpack,,,,,,,,810.00,648.00,810.00
11/3/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,213.00,,,,50.00,,981.00,0.00,,1244.00
11/3/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,547.00,160.00,,,1306.00,,5956.00,0.00,,7969.00
11/3/2023,WHC,World Harvest Church,ELK,,Bulk,CCFN,,,451.00,,,,,0.00,,451.00
11/6/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,8.00,,14.00,,,30.00,44.00,0.00,,96.00
11/6/2023,SJL,St. Joe Library,SJ,,Meals,Backpack,,,,,,,,202.50,162.00,202.50
11/6/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,129.00,,,,9.00,,145.00,0.00,,283.00
11/6/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
11/6/2023,VINC,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,Bulk,CCFN,60.00,,33.00,,9.00,,50.00,0.00,,152.00
11/6/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,40.00,,10.00,,180.00,180.00,280.00,0.00,,690.00
11/7/2023,DFM,Divine Faith Ministry,SJ,,Bulk,CCFN,,,,,,,4.00,0.00,,4.00
11/7/2023,RCLC,Robinson Community Learning Center,SJ,,Bulk,CCFN,,,,8.00,,,,0.00,,8.00
11/7/2023,DAV,David's Courage,MAR,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
11/7/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,8.00,,17.00,14.00,,17.00,,0.00,,56.00
11/7/2023,CFP,Culver Food Pantry,MAR,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
11/7/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,8.00,,23.00,11.00,,30.00,40.00,0.00,,112.00
